order_id,sales_order_number,customer_id,customer_name,customer_priority_class,product_code,product_category,order_quantity_tons,destination_city,destination_state,order_date,requested_delivery_date,delivery_due_days,penalty_applicable_flag,penalty_cost_per_day,transport_mode_requested,order_status,special_instructions
251,SO-BSP-2026-00251,CUST-0251,Tata Steel Ltd Unit-6,High,STRUCT-A,Long,746.9,Kanpur,Uttar Pradesh,2026-03-04,2026-03-23,3,True,176888,Rail,In Process,
252,SO-BSP-2026-00252,CUST-0252,JSW Steel Unit-6,High,PIG-IRON,Raw,1370.9,Nagpur,Maharashtra,2026-03-06,2026-03-23,3,True,262798,Rail,Pending,
253,SO-BSP-2026-00253,CUST-0253,RINL Vizag Unit-6,High,HR-COIL,Flat,972.5,Visakhapatnam,Andhra Pradesh,2026-02-24,2026-03-29,9,True,112876,Rail,Pending,
254,SO-BSP-2026-00254,CUST-0254,JSPL Raigarh Unit-6,Medium,CR-SHEET,Flat,796.9,Bhopal,Madhya Pradesh,2026-03-08,2026-03-30,10,True,61418,Rail,Pending,Priority delivery
255,SO-BSP-2026-00255,CUST-0255,Essar Steel Unit-6,Medium,PLATE-H,Flat,515.3,Patna,Bihar,2026-03-15,2026-03-26,6,True,59064,Rail,In Process,Handle with care
256,SO-BSP-2026-00256,CUST-0256,SAIL Durgapur Unit-6,High,PLATE-M,Flat,799.3,Ludhiana,Punjab,2026-03-13,2026-03-29,9,True,212301,Rail,In Process,
257,SO-BSP-2026-00257,CUST-0257,Bhushan Steel Unit-6,Low,SLAB-A,Semi-Finished,838.7,Agra,Uttar Pradesh,2026-02-23,2026-03-21,1,True,240977,Rail,Pending,
258,SO-BSP-2026-00258,CUST-0258,Uttam Galva Unit-6,High,SLAB-B,Semi-Finished,442.1,Vadodara,Gujarat,2026-02-26,2026-04-02,13,True,34862,Rail,Dispatched,
259,SO-BSP-2026-00259,CUST-0259,Rashtriya Ispat Nigam Unit-6,High,BILLET-S,Semi-Finished,664.8,Nashik,Maharashtra,2026-03-05,2026-03-31,11,True,28927,Rail,In Process,Handle with care
260,SO-BSP-2026-00260,CUST-0260,Kalyani Steels Unit-6,Medium,BILLET-H,Semi-Finished,1130.2,Faridabad,Haryana,2026-03-04,2026-04-01,12,True,156830,Rail,Dispatched,Handle with care
261,SO-BSP-2026-00261,CUST-0261,Mahindra Steel Unit-6,Low,TMT-12,Long,735.0,Meerut,Uttar Pradesh,2026-03-08,2026-03-28,8,True,41719,Rail,Pending,
262,SO-BSP-2026-00262,CUST-0262,L&T Construction Unit-6,High,TMT-16,Long,1333.1,Rajkot,Gujarat,2026-03-03,2026-03-27,7,True,244377,Rail,Pending,
263,SO-BSP-2026-00263,CUST-0263,Adani Ports Unit-6,High,TMT-20,Long,879.7,Coimbatore,Tamil Nadu,2026-03-01,2026-04-03,14,True,75392,Rail,Dispatched,Priority delivery
264,SO-BSP-2026-00264,CUST-0264,GMR Infrastructure Unit-6,Low,WIRE-ROD,Long,708.3,Jabalpur,Madhya Pradesh,2026-02-27,2026-03-23,3,True,41318,Rail,Dispatched,
265,SO-BSP-2026-00265,CUST-0265,Hindustan Zinc Unit-6,Low,STRUCT-A,Long,896.9,Gwalior,Madhya Pradesh,2026-02-26,2026-03-21,1,True,286735,Rail,Dispatched,
266,SO-BSP-2026-00266,CUST-0266,Vedanta Resources Unit-6,Medium,PIG-IRON,Raw,752.0,Vijayawada,Andhra Pradesh,2026-02-20,2026-03-31,11,True,45179,Rail,In Process,
267,SO-BSP-2026-00267,CUST-0267,NMDC Ltd Unit-6,Medium,HR-COIL,Flat,828.3,Jodhpur,Rajasthan,2026-02-25,2026-03-24,4,True,69489,Rail,Pending,Night loading OK
268,SO-BSP-2026-00268,CUST-0268,Coal India Ltd Unit-6,Medium,CR-SHEET,Flat,716.6,Madurai,Tamil Nadu,2026-03-10,2026-03-31,11,True,43038,Rail,Pending,
269,SO-BSP-2026-00269,CUST-0269,NTPC Ltd Unit-6,High,PLATE-H,Flat,447.7,Raipur,Chhattisgarh,2026-03-11,2026-03-21,1,True,36518,Rail,Pending,Handle with care
270,SO-BSP-2026-00270,CUST-0270,BHEL Trichy Unit-6,High,PLATE-M,Flat,395.1,Kota,Rajasthan,2026-02-22,2026-04-02,13,True,22661,Rail,Dispatched,
271,SO-BSP-2026-00271,CUST-0271,Larsen & Toubro Unit-6,High,SLAB-A,Semi-Finished,414.2,Ranchi,Jharkhand,2026-03-14,2026-04-02,13,True,27319,Rail,Pending,
272,SO-BSP-2026-00272,CUST-0272,Shapoorji Pallonji Unit-6,High,SLAB-B,Semi-Finished,480.7,Howrah,West Bengal,2026-03-05,2026-04-02,13,True,46857,Rail,In Process,
273,SO-BSP-2026-00273,CUST-0273,Gammon India Unit-6,High,BILLET-S,Semi-Finished,653.2,Dhanbad,Jharkhand,2026-03-18,2026-03-30,10,True,27029,Rail,Dispatched,Day shift only
274,SO-BSP-2026-00274,CUST-0274,Afcons Infrastructure Unit-6,Low,BILLET-H,Semi-Finished,1127.3,Jamshedpur,Jharkhand,2026-03-02,2026-03-29,9,True,155719,Rail,Dispatched,Priority delivery
275,SO-BSP-2026-00275,CUST-0275,IRB Infrastructure Unit-6,Medium,TMT-12,Long,1206.2,Bhilai,Chhattisgarh,2026-02-19,2026-03-24,4,True,187381,Rail,Dispatched,
276,SO-BSP-2026-00276,CUST-0276,HCC Ltd Unit-6,Medium,TMT-16,Long,953.1,Durgapur,West Bengal,2026-03-13,2026-04-01,12,True,96225,Rail,Pending,
277,SO-BSP-2026-00277,CUST-0277,NCC Ltd Unit-6,Medium,TMT-20,Long,886.4,Rourkela,Odisha,2026-03-16,2026-04-03,14,True,77200,Rail,Pending,
278,SO-BSP-2026-00278,CUST-0278,Dilip Buildcon Unit-6,Low,WIRE-ROD,Long,1015.6,Bokaro,Jharkhand,2026-03-04,2026-03-27,7,True,127875,Rail,Dispatched,
279,SO-BSP-2026-00279,CUST-0279,PNC Infratech Unit-6,High,STRUCT-A,Long,871.3,Allahabad,Uttar Pradesh,2026-03-15,2026-03-29,9,True,266095,Rail,Pending,
280,SO-BSP-2026-00280,CUST-0280,Ashoka Buildcon Unit-6,High,PIG-IRON,Raw,1356.5,Varanasi,Uttar Pradesh,2026-03-19,2026-03-31,11,True,255686,Rail,Pending,Handle with care
281,SO-BSP-2026-00281,CUST-0281,Indian Railways (SCR) Unit-6,High,HR-COIL,Flat,622.8,Mumbai,Maharashtra,2026-03-18,2026-03-23,3,True,25650,Rail,Dispatched,Day shift only
282,SO-BSP-2026-00282,CUST-0282,Indian Railways (ECR) Unit-6,High,CR-SHEET,Flat,740.4,Delhi,Delhi,2026-03-18,2026-04-01,12,True,48138,Rail,In Process,Priority delivery
283,SO-BSP-2026-00283,CUST-0283,Indian Railways (WR) Unit-6,High,PLATE-H,Flat,515.4,Kolkata,West Bengal,2026-02-19,2026-03-23,3,True,59080,Rail,Pending,Day shift only
284,SO-BSP-2026-00284,CUST-0284,DRDO Pune Unit-6,High,PLATE-M,Flat,522.4,Chennai,Tamil Nadu,2026-03-02,2026-03-25,5,True,61741,Rail,Pending,
285,SO-BSP-2026-00285,CUST-0285,HAL Bengaluru Unit-6,High,SLAB-A,Semi-Finished,701.9,Hyderabad,Telangana,2026-03-08,2026-04-02,13,True,149075,Rail,Pending,
286,SO-BSP-2026-00286,CUST-0286,BEL Hyderabad Unit-6,Low,SLAB-B,Semi-Finished,615.5,Pune,Maharashtra,2026-03-13,2026-03-30,10,True,102323,Rail,Dispatched,
287,SO-BSP-2026-00287,CUST-0287,BEML Bengaluru Unit-6,High,BILLET-S,Semi-Finished,649.5,Ahmedabad,Gujarat,2026-02-26,2026-03-24,4,True,26453,Rail,In Process,
288,SO-BSP-2026-00288,CUST-0288,Maruti Suzuki Unit-6,Medium,BILLET-H,Semi-Finished,935.5,Surat,Gujarat,2026-02-21,2026-03-21,1,True,90990,Rail,Pending,Night loading OK
289,SO-BSP-2026-00289,CUST-0289,Tata Motors Unit-6,Medium,TMT-12,Long,1067.8,Jaipur,Rajasthan,2026-02-20,2026-04-01,12,True,133829,Rail,Pending,Day shift only
290,SO-BSP-2026-00290,CUST-0290,Mahindra & Mahindra Unit-6,Medium,TMT-16,Long,695.7,Lucknow,Uttar Pradesh,2026-03-19,2026-04-01,12,True,34283,Rail,Dispatched,Priority delivery
291,SO-BSP-2026-00291,CUST-0291,Hero MotoCorp Unit-6,Low,TMT-20,Long,1340.9,Kanpur,Uttar Pradesh,2026-03-01,2026-03-22,2,True,248102,Rail,Dispatched,
292,SO-BSP-2026-00292,CUST-0292,Bajaj Auto Unit-6,High,WIRE-ROD,Long,630.0,Nagpur,Maharashtra,2026-02-19,2026-03-27,7,True,26828,Rail,Pending,
293,SO-BSP-2026-00293,CUST-0293,TVS Motor Unit-6,Low,STRUCT-A,Long,899.0,Visakhapatnam,Andhra Pradesh,2026-02-22,2026-03-30,10,True,288505,Rail,In Process,Handle with care
294,SO-BSP-2026-00294,CUST-0294,Ashok Leyland Unit-6,High,PIG-IRON,Raw,693.5,Bhopal,Madhya Pradesh,2026-03-08,2026-03-24,4,True,33882,Rail,Pending,
295,SO-BSP-2026-00295,CUST-0295,Kirloskar Brothers Unit-6,Medium,HR-COIL,Flat,1304.5,Patna,Bihar,2026-02-26,2026-03-25,5,True,252430,Rail,Pending,Priority delivery
296,SO-BSP-2026-00296,CUST-0296,Thermax Ltd Unit-6,Medium,CR-SHEET,Flat,1354.8,Ludhiana,Punjab,2026-03-05,2026-03-31,11,True,278412,Rail,Pending,Night loading OK
297,SO-BSP-2026-00297,CUST-0297,Cummins India Unit-6,Low,PLATE-H,Flat,929.6,Agra,Uttar Pradesh,2026-03-04,2026-03-21,1,True,314147,Rail,Pending,
298,SO-BSP-2026-00298,CUST-0298,ABB India Unit-6,Medium,PLATE-M,Flat,830.6,Vadodara,Gujarat,2026-02-22,2026-03-26,6,True,234912,Rail,Pending,
299,SO-BSP-2026-00299,CUST-0299,Siemens India Unit-6,High,SLAB-A,Semi-Finished,818.0,Nashik,Maharashtra,2026-02-25,2026-03-26,6,True,225682,Rail,Pending,Handle with care
300,SO-BSP-2026-00300,CUST-0300,Alstom India Unit-6,High,SLAB-B,Semi-Finished,741.6,Faridabad,Haryana,2026-03-10,2026-03-24,4,True,173513,Rail,Pending,
301,SO-BSP-2026-00301,CUST-0301,Tata Steel Ltd Unit-7,High,BILLET-S,Semi-Finished,1292.9,Meerut,Uttar Pradesh,2026-03-13,2026-04-01,12,True,225482,Rail,Pending,
302,SO-BSP-2026-00302,CUST-0302,JSW Steel Unit-7,High,BILLET-H,Semi-Finished,724.7,Rajkot,Gujarat,2026-03-08,2026-03-27,7,True,39712,Rail,Pending,Night loading OK
303,SO-BSP-2026-00303,CUST-0303,RINL Vizag Unit-7,High,TMT-12,Long,1078.7,Coimbatore,Tamil Nadu,2026-03-18,2026-03-24,4,True,137702,Rail,In Process,Handle with care
304,SO-BSP-2026-00304,CUST-0304,JSPL Raigarh Unit-7,Medium,TMT-16,Long,1059.4,Jabalpur,Madhya Pradesh,2026-03-15,2026-03-23,3,True,130859,Rail,Pending,
305,SO-BSP-2026-00305,CUST-0305,Essar Steel Unit-7,Medium,TMT-20,Long,1362.1,Gwalior,Madhya Pradesh,2026-03-02,2026-03-25,5,True,258472,Rail,Pending,
306,SO-BSP-2026-00306,CUST-0306,SAIL Durgapur Unit-7,High,WIRE-ROD,Long,980.1,Vijayawada,Andhra Pradesh,2026-03-05,2026-03-24,4,True,115441,Rail,Dispatched,
307,SO-BSP-2026-00307,CUST-0307,Bhushan Steel Unit-7,High,STRUCT-A,Long,598.1,Jodhpur,Rajasthan,2026-03-10,2026-03-30,10,True,93968,Rail,Pending,
308,SO-BSP-2026-00308,CUST-0308,Uttam Galva Unit-7,Medium,PIG-IRON,Raw,1169.9,Madurai,Tamil Nadu,2026-03-10,2026-03-30,10,True,172474,Rail,Dispatched,Priority delivery
309,SO-BSP-2026-00309,CUST-0309,Rashtriya Ispat Nigam Unit-7,High,HR-COIL,Flat,812.8,Raipur,Chhattisgarh,2026-02-22,2026-03-23,3,True,65427,Rail,In Process,
310,SO-BSP-2026-00310,CUST-0310,Kalyani Steels Unit-7,High,CR-SHEET,Flat,704.8,Kota,Rajasthan,2026-03-14,2026-03-30,10,True,40609,Rail,In Process,
311,SO-BSP-2026-00311,CUST-0311,Mahindra Steel Unit-7,Medium,PLATE-H,Flat,649.8,Ranchi,Jharkhand,2026-03-06,2026-03-26,6,True,119861,Rail,Pending,
312,SO-BSP-2026-00312,CUST-0312,L&T Construction Unit-7,Low,PLATE-M,Flat,615.8,Howrah,West Bengal,2026-02-20,2026-03-23,3,True,102487,Rail,Pending,Priority delivery
313,SO-BSP-2026-00313,CUST-0313,Adani Ports Unit-7,High,SLAB-A,Semi-Finished,513.0,Dhanbad,Jharkhand,2026-03-06,2026-03-30,10,True,58218,Rail,In Process,
314,SO-BSP-2026-00314,CUST-0314,GMR Infrastructure Unit-7,High,SLAB-B,Semi-Finished,588.3,Jamshedpur,Jharkhand,2026-02-21,2026-03-27,7,True,89417,Rail,In Process,Night loading OK
315,SO-BSP-2026-00315,CUST-0315,Hindustan Zinc Unit-7,High,BILLET-S,Semi-Finished,929.1,Bhilai,Chhattisgarh,2026-02-23,2026-03-23,3,True,89127,Rail,Pending,Day shift only
316,SO-BSP-2026-00316,CUST-0316,Vedanta Resources Unit-7,Medium,BILLET-H,Semi-Finished,894.8,Durgapur,West Bengal,2026-03-08,2026-03-21,1,True,79475,Rail,In Process,Handle with care
317,SO-BSP-2026-00317,CUST-0317,NMDC Ltd Unit-7,Low,TMT-12,Long,940.6,Rourkela,Odisha,2026-03-17,2026-03-30,10,True,92496,Rail,Pending,
318,SO-BSP-2026-00318,CUST-0318,Coal India Ltd Unit-7,Low,TMT-16,Long,1210.7,Bokaro,Jharkhand,2026-03-16,2026-03-25,5,True,189239,Rail,Dispatched,Priority delivery
319,SO-BSP-2026-00319,CUST-0319,NTPC Ltd Unit-7,High,TMT-20,Long,867.8,Allahabad,Uttar Pradesh,2026-03-18,2026-03-23,3,True,72257,Rail,In Process,Priority delivery
320,SO-BSP-2026-00320,CUST-0320,BHEL Trichy Unit-7,High,WIRE-ROD,Long,1394.2,Varanasi,Uttar Pradesh,2026-03-17,2026-03-25,5,True,299621,Rail,Pending,
321,SO-BSP-2026-00321,CUST-0321,Larsen & Toubro Unit-7,High,STRUCT-A,Long,894.3,Mumbai,Maharashtra,2026-03-12,2026-04-02,13,True,284621,Rail,Dispatched,Day shift only
322,SO-BSP-2026-00322,CUST-0322,Shapoorji Pallonji Unit-7,High,PIG-IRON,Raw,1030.1,Delhi,Delhi,2026-03-04,2026-03-23,3,True,120766,Rail,Dispatched,Night loading OK
323,SO-BSP-2026-00323,CUST-0323,Gammon India Unit-7,Medium,HR-COIL,Flat,865.5,Kolkata,West Bengal,2026-03-01,2026-03-23,3,True,79683,Rail,In Process,Night loading OK
324,SO-BSP-2026-00324,CUST-0324,Afcons Infrastructure Unit-7,Low,CR-SHEET,Flat,1041.9,Chennai,Tamil Nadu,2026-03-03,2026-03-29,9,True,137500,Rail,Pending,
325,SO-BSP-2026-00325,CUST-0325,IRB Infrastructure Unit-7,Low,PLATE-H,Flat,856.5,Hyderabad,Telangana,2026-03-05,2026-03-31,11,True,254577,Rail,In Process,
326,SO-BSP-2026-00326,CUST-0326,HCC Ltd Unit-7,High,PLATE-M,Flat,747.2,Pune,Maharashtra,2026-03-04,2026-03-25,5,True,177121,Rail,In Process,
327,SO-BSP-2026-00327,CUST-0327,NCC Ltd Unit-7,High,SLAB-A,Semi-Finished,831.9,Ahmedabad,Gujarat,2026-03-13,2026-03-30,10,True,235891,Rail,Pending,
328,SO-BSP-2026-00328,CUST-0328,Dilip Buildcon Unit-7,High,SLAB-B,Semi-Finished,680.4,Surat,Gujarat,2026-03-19,2026-04-02,13,True,136641,Rail,Dispatched,
329,SO-BSP-2026-00329,CUST-0329,PNC Infratech Unit-7,High,BILLET-S,Semi-Finished,1164.1,Jaipur,Rajasthan,2026-02-23,2026-03-30,10,True,170124,Rail,Pending,
330,SO-BSP-2026-00330,CUST-0330,Ashoka Buildcon Unit-7,Medium,BILLET-H,Semi-Finished,860.1,Lucknow,Uttar Pradesh,2026-02-19,2026-04-03,14,True,70266,Rail,Dispatched,
331,SO-BSP-2026-00331,CUST-0331,Indian Railways (SCR) Unit-7,High,TMT-12,Long,1254.0,Kanpur,Uttar Pradesh,2026-03-16,2026-03-25,5,True,207957,Rail,In Process,Night loading OK
332,SO-BSP-2026-00332,CUST-0332,Indian Railways (ECR) Unit-7,High,TMT-16,Long,784.5,Nagpur,Maharashtra,2026-02-27,2026-03-30,10,True,52152,Rail,Pending,
333,SO-BSP-2026-00333,CUST-0333,Indian Railways (WR) Unit-7,High,TMT-20,Long,1218.6,Visakhapatnam,Andhra Pradesh,2026-03-19,2026-03-21,1,True,192622,Rail,Dispatched,
334,SO-BSP-2026-00334,CUST-0334,DRDO Pune Unit-7,High,WIRE-ROD,Long,1319.1,Bhopal,Madhya Pradesh,2026-03-08,2026-03-31,11,True,259839,Rail,Pending,
335,SO-BSP-2026-00335,CUST-0335,HAL Bengaluru Unit-7,High,STRUCT-A,Long,457.0,Patna,Bihar,2026-03-11,2026-03-27,7,True,39290,Rail,Pending,
336,SO-BSP-2026-00336,CUST-0336,BEL Hyderabad Unit-7,Low,PIG-IRON,Raw,1147.7,Ludhiana,Punjab,2026-02-24,2026-03-26,6,True,163648,Rail,Pending,
337,SO-BSP-2026-00337,CUST-0337,BEML Bengaluru Unit-7,Low,HR-COIL,Flat,666.8,Agra,Uttar Pradesh,2026-03-18,2026-03-24,4,True,33245,Rail,Pending,Night loading OK
338,SO-BSP-2026-00338,CUST-0338,Maruti Suzuki Unit-7,High,CR-SHEET,Flat,1204.1,Vadodara,Gujarat,2026-02-19,2026-03-21,1,True,204390,Rail,In Process,
339,SO-BSP-2026-00339,CUST-0339,Tata Motors Unit-7,High,PLATE-H,Flat,430.5,Nashik,Maharashtra,2026-02-28,2026-03-21,1,True,31608,Rail,Pending,
340,SO-BSP-2026-00340,CUST-0340,Mahindra & Mahindra Unit-7,Low,PLATE-M,Flat,905.2,Faridabad,Haryana,2026-03-16,2026-03-23,3,True,293611,Rail,Dispatched,
341,SO-BSP-2026-00341,CUST-0341,Hero MotoCorp Unit-7,Medium,SLAB-A,Semi-Finished,460.0,Meerut,Uttar Pradesh,2026-02-19,2026-03-25,5,True,40202,Rail,Dispatched,Priority delivery
342,SO-BSP-2026-00342,CUST-0342,Bajaj Auto Unit-7,High,SLAB-B,Semi-Finished,918.0,Rajkot,Gujarat,2026-02-25,2026-03-22,2,True,304318,Rail,In Process,
343,SO-BSP-2026-00343,CUST-0343,TVS Motor Unit-7,Medium,BILLET-S,Semi-Finished,1312.2,Coimbatore,Tamil Nadu,2026-02-19,2026-03-23,3,True,234440,Rail,Pending,
344,SO-BSP-2026-00344,CUST-0344,Ashok Leyland Unit-7,Medium,BILLET-H,Semi-Finished,1129.5,Jabalpur,Madhya Pradesh,2026-03-09,2026-04-03,14,True,156582,Rail,In Process,Handle with care
345,SO-BSP-2026-00345,CUST-0345,Kirloskar Brothers Unit-7,Low,TMT-12,Long,1296.1,Gwalior,Madhya Pradesh,2026-03-19,2026-04-01,12,True,226959,Rail,Pending,
346,SO-BSP-2026-00346,CUST-0346,Thermax Ltd Unit-7,High,TMT-16,Long,1307.1,Vijayawada,Andhra Pradesh,2026-03-02,2026-04-03,14,True,232072,Rail,In Process,Day shift only
347,SO-BSP-2026-00347,CUST-0347,Cummins India Unit-7,Low,TMT-20,Long,1440.1,Jodhpur,Rajasthan,2026-03-11,2026-04-01,12,True,298293,Rail,Pending,Day shift only
348,SO-BSP-2026-00348,CUST-0348,ABB India Unit-7,Low,WIRE-ROD,Long,801.6,Madurai,Tamil Nadu,2026-02-20,2026-03-27,7,True,62595,Rail,Dispatched,Handle with care
349,SO-BSP-2026-00349,CUST-0349,Siemens India Unit-7,High,STRUCT-A,Long,712.4,Raipur,Chhattisgarh,2026-03-06,2026-03-27,7,True,155359,Rail,Pending,
350,SO-BSP-2026-00350,CUST-0350,Alstom India Unit-7,High,PIG-IRON,Raw,689.9,Kota,Rajasthan,2026-02-27,2026-03-28,8,True,33242,Rail,Pending,Day shift only
351,SO-BSP-2026-00351,CUST-0351,Tata Steel Ltd Unit-8,High,HR-COIL,Flat,1110.7,Ranchi,Jharkhand,2026-03-14,2026-03-25,5,True,164266,Rail,Dispatched,
352,SO-BSP-2026-00352,CUST-0352,JSW Steel Unit-8,High,CR-SHEET,Flat,731.7,Howrah,West Bengal,2026-03-17,2026-03-22,2,True,46237,Rail,Pending,Handle with care
353,SO-BSP-2026-00353,CUST-0353,RINL Vizag Unit-8,High,PLATE-H,Flat,698.4,Dhanbad,Jharkhand,2026-02-25,2026-03-23,3,True,147009,Rail,Dispatched,
354,SO-BSP-2026-00354,CUST-0354,JSPL Raigarh Unit-8,Medium,PLATE-M,Flat,702.5,Jamshedpur,Jharkhand,2026-02-24,2026-03-30,10,True,149473,Rail,Dispatched,Night loading OK
355,SO-BSP-2026-00355,CUST-0355,Essar Steel Unit-8,Low,SLAB-A,Semi-Finished,643.2,Bhilai,Chhattisgarh,2026-02-21,2026-03-25,5,True,116372,Rail,Pending,
356,SO-BSP-2026-00356,CUST-0356,SAIL Durgapur Unit-8,Low,SLAB-B,Semi-Finished,674.8,Durgapur,West Bengal,2026-03-10,2026-03-23,3,True,133475,Rail,Pending,Handle with care
357,SO-BSP-2026-00357,CUST-0357,Bhushan Steel Unit-8,High,BILLET-S,Semi-Finished,1279.6,Rourkela,Odisha,2026-02-20,2026-03-31,11,True,219411,Rail,Pending,
358,SO-BSP-2026-00358,CUST-0358,Uttam Galva Unit-8,Low,BILLET-H,Semi-Finished,1310.7,Bokaro,Jharkhand,2026-02-20,2026-03-30,10,True,233761,Rail,In Process,
359,SO-BSP-2026-00359,CUST-0359,Rashtriya Ispat Nigam Unit-8,High,TMT-12,Long,1040.0,Allahabad,Uttar Pradesh,2026-03-10,2026-03-21,1,True,124124,Rail,Dispatched,
360,SO-BSP-2026-00360,CUST-0360,Kalyani Steels Unit-8,Low,TMT-16,Long,1134.7,Varanasi,Uttar Pradesh,2026-03-18,2026-03-25,5,True,158578,Rail,Pending,Priority delivery
361,SO-BSP-2026-00361,CUST-0361,Mahindra Steel Unit-8,Low,TMT-20,Long,1427.1,Mumbai,Maharashtra,2026-03-08,2026-03-30,10,True,291436,Rail,In Process,Handle with care
362,SO-BSP-2026-00362,CUST-0362,L&T Construction Unit-8,Low,WIRE-ROD,Long,687.8,Delhi,Delhi,2026-02-25,2026-03-30,10,True,37215,Rail,Pending,
363,SO-BSP-2026-00363,CUST-0363,Adani Ports Unit-8,High,STRUCT-A,Long,448.6,Kolkata,West Bengal,2026-02-24,2026-03-31,11,True,36780,Rail,In Process,
364,SO-BSP-2026-00364,CUST-0364,GMR Infrastructure Unit-8,Low,PIG-IRON,Raw,683.4,Chennai,Tamil Nadu,2026-03-12,2026-03-29,9,True,32101,Rail,In Process,Handle with care
365,SO-BSP-2026-00365,CUST-0365,Hindustan Zinc Unit-8,High,HR-COIL,Flat,1146.2,Hyderabad,Telangana,2026-02-21,2026-04-03,14,True,179025,Rail,Dispatched,
366,SO-BSP-2026-00366,CUST-0366,Vedanta Resources Unit-8,Medium,CR-SHEET,Flat,942.4,Pune,Maharashtra,2026-03-12,2026-03-28,8,True,102968,Rail,Pending,
367,SO-BSP-2026-00367,CUST-0367,NMDC Ltd Unit-8,Medium,PLATE-H,Flat,815.1,Ahmedabad,Gujarat,2026-03-05,2026-03-28,8,True,223582,Rail,Pending,Handle with care
368,SO-BSP-2026-00368,CUST-0368,Coal India Ltd Unit-8,High,PLATE-M,Flat,757.6,Surat,Gujarat,2026-03-05,2026-03-21,1,True,183887,Rail,Pending,
369,SO-BSP-2026-00369,CUST-0369,NTPC Ltd Unit-8,High,SLAB-A,Semi-Finished,569.4,Jaipur,Rajasthan,2026-03-05,2026-04-01,12,True,80964,Rail,Pending,Handle with care
370,SO-BSP-2026-00370,CUST-0370,BHEL Trichy Unit-8,High,SLAB-B,Semi-Finished,884.3,Lucknow,Uttar Pradesh,2026-03-16,2026-03-23,3,True,276484,Rail,Pending,Priority delivery
371,SO-BSP-2026-00371,CUST-0371,Larsen & Toubro Unit-8,Medium,BILLET-S,Semi-Finished,1278.3,Kanpur,Uttar Pradesh,2026-03-15,2026-04-02,13,True,218847,Rail,Dispatched,
372,SO-BSP-2026-00372,CUST-0372,Shapoorji Pallonji Unit-8,Medium,BILLET-H,Semi-Finished,844.6,Nagpur,Maharashtra,2026-02-21,2026-03-31,11,True,66322,Rail,Pending,Night loading OK
373,SO-BSP-2026-00373,CUST-0373,Gammon India Unit-8,Medium,TMT-12,Long,927.2,Visakhapatnam,Andhra Pradesh,2026-02-20,2026-04-01,12,True,88574,Rail,Pending,Day shift only
374,SO-BSP-2026-00374,CUST-0374,Afcons Infrastructure Unit-8,Medium,TMT-16,Long,883.3,Bhopal,Madhya Pradesh,2026-02-24,2026-03-25,5,True,76355,Rail,In Process,Priority delivery
