order_id,sales_order_number,customer_id,customer_name,customer_priority_class,product_code,product_category,order_quantity_tons,destination_city,destination_state,order_date,requested_delivery_date,delivery_due_days,penalty_applicable_flag,penalty_cost_per_day,transport_mode_requested,order_status,special_instructions
375,SO-BSP-2026-00375,CUST-0375,IRB Infrastructure Unit-8,Low,TMT-20,Long,745.1,Patna,Bihar,2026-02-20,2026-03-25,5,True,43753,Rail,Pending,
376,SO-BSP-2026-00376,CUST-0376,HCC Ltd Unit-8,High,WIRE-ROD,Long,711.7,Ludhiana,Punjab,2026-03-04,2026-03-27,7,True,42005,Rail,Pending,Handle with care
377,SO-BSP-2026-00377,CUST-0377,NCC Ltd Unit-8,Low,STRUCT-A,Long,905.3,Agra,Uttar Pradesh,2026-03-11,2026-03-24,4,True,293704,Rail,Dispatched,
378,SO-BSP-2026-00378,CUST-0378,Dilip Buildcon Unit-8,Low,PIG-IRON,Raw,992.2,Vadodara,Gujarat,2026-02-21,2026-03-30,10,True,108328,Rail,Pending,
379,SO-BSP-2026-00379,CUST-0379,PNC Infratech Unit-8,Medium,HR-COIL,Flat,912.3,Nashik,Maharashtra,2026-03-03,2026-04-02,13,True,93502,Rail,Pending,
380,SO-BSP-2026-00380,CUST-0380,Ashoka Buildcon Unit-8,High,CR-SHEET,Flat,1207.4,Faridabad,Haryana,2026-02-20,2026-03-27,7,True,205932,Rail,Pending,
381,SO-BSP-2026-00381,CUST-0381,Indian Railways (SCR) Unit-8,High,PLATE-H,Flat,691.7,Meerut,Uttar Pradesh,2026-03-16,2026-03-21,1,True,143122,Rail,Pending,
382,SO-BSP-2026-00382,CUST-0382,Indian Railways (ECR) Unit-8,High,PLATE-M,Flat,905.3,Rajkot,Gujarat,2026-03-07,2026-03-31,11,True,293707,Rail,Pending,
383,SO-BSP-2026-00383,CUST-0383,Indian Railways (WR) Unit-8,High,SLAB-A,Semi-Finished,818.4,Coimbatore,Tamil Nadu,2026-03-18,2026-03-26,6,True,226008,Rail,Pending,Day shift only
384,SO-BSP-2026-00384,CUST-0384,DRDO Pune Unit-8,High,SLAB-B,Semi-Finished,650.6,Jabalpur,Madhya Pradesh,2026-03-17,2026-03-22,2,True,120304,Rail,Pending,
385,SO-BSP-2026-00385,CUST-0385,HAL Bengaluru Unit-8,High,BILLET-S,Semi-Finished,937.9,Gwalior,Madhya Pradesh,2026-03-03,2026-04-01,12,True,91695,Rail,Dispatched,
386,SO-BSP-2026-00386,CUST-0386,BEL Hyderabad Unit-8,High,BILLET-H,Semi-Finished,1475.9,Vijayawada,Andhra Pradesh,2026-02-23,2026-03-21,1,True,317538,Rail,Pending,
387,SO-BSP-2026-00387,CUST-0387,BEML Bengaluru Unit-8,High,TMT-12,Long,1238.9,Jodhpur,Rajasthan,2026-03-05,2026-04-02,13,True,201335,Rail,Pending,
388,SO-BSP-2026-00388,CUST-0388,Maruti Suzuki Unit-8,Low,TMT-16,Long,1444.7,Madurai,Tamil Nadu,2026-02-26,2026-04-03,14,True,300719,Rail,Pending,
389,SO-BSP-2026-00389,CUST-0389,Tata Motors Unit-8,Low,TMT-20,Long,710.6,Raipur,Chhattisgarh,2026-02-28,2026-03-30,10,True,37011,Rail,Dispatched,
390,SO-BSP-2026-00390,CUST-0390,Mahindra & Mahindra Unit-8,High,WIRE-ROD,Long,1310.4,Kota,Rajasthan,2026-03-09,2026-04-01,12,True,255418,Rail,Pending,
391,SO-BSP-2026-00391,CUST-0391,Hero MotoCorp Unit-8,Low,STRUCT-A,Long,738.6,Ranchi,Jharkhand,2026-03-12,2026-03-21,1,True,171590,Rail,Dispatched,
392,SO-BSP-2026-00392,CUST-0392,Bajaj Auto Unit-8,High,PIG-IRON,Raw,713.6,Howrah,West Bengal,2026-03-14,2026-03-30,10,True,37580,Rail,Pending,
393,SO-BSP-2026-00393,CUST-0393,TVS Motor Unit-8,Medium,HR-COIL,Flat,1086.9,Dhanbad,Jharkhand,2026-02-28,2026-03-27,7,True,154753,Rail,Dispatched,
394,SO-BSP-2026-00394,CUST-0394,Ashok Leyland Unit-8,Medium,CR-SHEET,Flat,1170.3,Jamshedpur,Jharkhand,2026-03-13,2026-03-31,11,True,189371,Rail,Pending,
395,SO-BSP-2026-00395,CUST-0395,Kirloskar Brothers Unit-8,Low,PLATE-H,Flat,390.2,Bhilai,Chhattisgarh,2026-03-05,2026-03-26,6,True,21527,Rail,Pending,Night loading OK
396,SO-BSP-2026-00396,CUST-0396,Thermax Ltd Unit-8,Low,PLATE-M,Flat,636.7,Durgapur,West Bengal,2026-03-05,2026-03-21,1,True,112988,Rail,Pending,
397,SO-BSP-2026-00397,CUST-0397,Cummins India Unit-8,High,SLAB-A,Semi-Finished,843.6,Rourkela,Odisha,2026-03-03,2026-03-26,6,True,244699,Rail,Pending,Priority delivery
398,SO-BSP-2026-00398,CUST-0398,ABB India Unit-8,High,SLAB-B,Semi-Finished,548.0,Bokaro,Jharkhand,2026-03-07,2026-03-24,4,True,71911,Rail,In Process,
399,SO-BSP-2026-00399,CUST-0399,Siemens India Unit-8,High,BILLET-S,Semi-Finished,1010.4,Allahabad,Uttar Pradesh,2026-02-26,2026-04-01,12,True,114215,Rail,In Process,
400,SO-BSP-2026-00400,CUST-0400,Alstom India Unit-8,High,BILLET-H,Semi-Finished,996.0,Varanasi,Uttar Pradesh,2026-03-16,2026-03-29,9,True,109565,Rail,In Process,
401,SO-BSP-2026-00401,CUST-0401,Tata Steel Ltd Unit-9,High,TMT-12,Long,872.3,Mumbai,Maharashtra,2026-03-12,2026-03-26,6,True,73426,Rail,Pending,Night loading OK
402,SO-BSP-2026-00402,CUST-0402,JSW Steel Unit-9,High,TMT-16,Long,1415.8,Delhi,Delhi,2026-03-05,2026-03-29,9,True,285570,Rail,In Process,Night loading OK
403,SO-BSP-2026-00403,CUST-0403,RINL Vizag Unit-9,High,TMT-20,Long,1294.9,Kolkata,West Bengal,2026-03-13,2026-03-26,6,True,226413,Rail,Pending,Day shift only
404,SO-BSP-2026-00404,CUST-0404,JSPL Raigarh Unit-9,Medium,WIRE-ROD,Long,680.0,Chennai,Tamil Nadu,2026-02-23,2026-03-28,8,True,35716,Rail,Dispatched,
405,SO-BSP-2026-00405,CUST-0405,Essar Steel Unit-9,Medium,STRUCT-A,Long,939.3,Hyderabad,Telangana,2026-02-19,2026-03-26,6,True,322552,Rail,In Process,Day shift only
406,SO-BSP-2026-00406,CUST-0406,SAIL Durgapur Unit-9,Medium,PIG-IRON,Raw,1381.2,Pune,Maharashtra,2026-03-17,2026-03-26,6,True,267950,Rail,Pending,Day shift only
407,SO-BSP-2026-00407,CUST-0407,Bhushan Steel Unit-9,Medium,HR-COIL,Flat,827.6,Ahmedabad,Gujarat,2026-02-23,2026-04-02,13,True,69309,Rail,Dispatched,Priority delivery
408,SO-BSP-2026-00408,CUST-0408,Uttam Galva Unit-9,High,CR-SHEET,Flat,1298.8,Surat,Gujarat,2026-02-25,2026-03-21,1,True,249581,Rail,Pending,Night loading OK
409,SO-BSP-2026-00409,CUST-0409,Rashtriya Ispat Nigam Unit-9,Low,PLATE-H,Flat,442.7,Jaipur,Rajasthan,2026-03-13,2026-03-26,6,True,35045,Rail,Pending,
410,SO-BSP-2026-00410,CUST-0410,Kalyani Steels Unit-9,High,PLATE-M,Flat,940.5,Lucknow,Uttar Pradesh,2026-03-07,2026-04-01,12,True,323557,Rail,Pending,
411,SO-BSP-2026-00411,CUST-0411,Mahindra Steel Unit-9,High,SLAB-A,Semi-Finished,754.5,Kanpur,Uttar Pradesh,2026-03-18,2026-03-23,3,True,181870,Rail,In Process,
412,SO-BSP-2026-00412,CUST-0412,L&T Construction Unit-9,High,SLAB-B,Semi-Finished,745.9,Nagpur,Maharashtra,2026-02-27,2026-03-24,4,True,176243,Rail,Pending,Handle with care
413,SO-BSP-2026-00413,CUST-0413,Adani Ports Unit-9,High,BILLET-S,Semi-Finished,685.8,Visakhapatnam,Andhra Pradesh,2026-02-22,2026-04-03,14,True,32521,Rail,Pending,Handle with care
414,SO-BSP-2026-00414,CUST-0414,GMR Infrastructure Unit-9,High,BILLET-H,Semi-Finished,1396.9,Bhopal,Madhya Pradesh,2026-03-04,2026-03-23,3,True,275880,Rail,In Process,Priority delivery
415,SO-BSP-2026-00415,CUST-0415,Hindustan Zinc Unit-9,High,TMT-12,Long,631.7,Patna,Bihar,2026-02-26,2026-04-01,12,True,23691,Rail,Pending,
416,SO-BSP-2026-00416,CUST-0416,Vedanta Resources Unit-9,Low,TMT-16,Long,818.4,Ludhiana,Punjab,2026-03-14,2026-04-02,13,True,59940,Rail,In Process,
417,SO-BSP-2026-00417,CUST-0417,NMDC Ltd Unit-9,Low,TMT-20,Long,732.2,Agra,Uttar Pradesh,2026-03-02,2026-03-29,9,True,41169,Rail,Pending,Handle with care
418,SO-BSP-2026-00418,CUST-0418,Coal India Ltd Unit-9,High,WIRE-ROD,Long,1247.6,Vadodara,Gujarat,2026-03-18,2026-03-23,3,True,224583,Rail,Pending,
419,SO-BSP-2026-00419,CUST-0419,NTPC Ltd Unit-9,High,STRUCT-A,Long,493.9,Nashik,Maharashtra,2026-02-27,2026-03-21,1,True,51332,Rail,Dispatched,Day shift only
420,SO-BSP-2026-00420,CUST-0420,BHEL Trichy Unit-9,High,PIG-IRON,Raw,1408.9,Faridabad,Haryana,2026-03-14,2026-03-22,2,True,282025,Rail,Pending,
421,SO-BSP-2026-00421,CUST-0421,Larsen & Toubro Unit-9,Low,HR-COIL,Flat,1144.9,Meerut,Uttar Pradesh,2026-03-03,2026-03-26,6,True,178453,Rail,In Process,Priority delivery
422,SO-BSP-2026-00422,CUST-0422,Shapoorji Pallonji Unit-9,Low,CR-SHEET,Flat,616.6,Rajkot,Gujarat,2026-03-06,2026-03-31,11,True,24648,Rail,In Process,Day shift only
423,SO-BSP-2026-00423,CUST-0423,Gammon India Unit-9,Low,PLATE-H,Flat,386.4,Coimbatore,Tamil Nadu,2026-03-03,2026-03-26,6,True,20668,Rail,Dispatched,Handle with care
424,SO-BSP-2026-00424,CUST-0424,Afcons Infrastructure Unit-9,Medium,PLATE-M,Flat,412.2,Jabalpur,Madhya Pradesh,2026-02-28,2026-03-30,10,True,26787,Rail,Pending,
425,SO-BSP-2026-00425,CUST-0425,IRB Infrastructure Unit-9,Medium,SLAB-A,Semi-Finished,721.2,Gwalior,Madhya Pradesh,2026-02-19,2026-04-03,14,True,160744,Rail,In Process,
426,SO-BSP-2026-00426,CUST-0426,HCC Ltd Unit-9,High,SLAB-B,Semi-Finished,830.3,Vijayawada,Andhra Pradesh,2026-03-06,2026-03-21,1,True,234697,Rail,Pending,Day shift only
427,SO-BSP-2026-00427,CUST-0427,NCC Ltd Unit-9,Low,BILLET-S,Semi-Finished,816.4,Jodhpur,Rajasthan,2026-03-12,2026-03-28,8,True,59463,Rail,Pending,
428,SO-BSP-2026-00428,CUST-0428,Dilip Buildcon Unit-9,Low,BILLET-H,Semi-Finished,1354.9,Madurai,Tamil Nadu,2026-03-04,2026-04-02,13,True,254944,Rail,Pending,
429,SO-BSP-2026-00429,CUST-0429,PNC Infratech Unit-9,High,TMT-12,Long,656.6,Raipur,Chhattisgarh,2026-02-27,2026-03-30,10,True,27577,Rail,Pending,
430,SO-BSP-2026-00430,CUST-0430,Ashoka Buildcon Unit-9,Low,TMT-16,Long,1312.2,Kota,Rajasthan,2026-03-04,2026-04-01,12,True,234471,Rail,Pending,
431,SO-BSP-2026-00431,CUST-0431,Indian Railways (SCR) Unit-9,High,TMT-20,Long,1424.0,Ranchi,Jharkhand,2026-03-05,2026-03-22,2,True,289855,Rail,Pending,Night loading OK
432,SO-BSP-2026-00432,CUST-0432,Indian Railways (ECR) Unit-9,High,WIRE-ROD,Long,1243.6,Howrah,West Bengal,2026-03-18,2026-04-01,12,True,222704,Rail,Pending,
433,SO-BSP-2026-00433,CUST-0433,Indian Railways (WR) Unit-9,High,STRUCT-A,Long,772.6,Dhanbad,Jharkhand,2026-03-12,2026-03-24,4,True,193877,Rail,In Process,Priority delivery
434,SO-BSP-2026-00434,CUST-0434,DRDO Pune Unit-9,High,PIG-IRON,Raw,1344.9,Jamshedpur,Jharkhand,2026-02-24,2026-03-27,7,True,250040,Rail,Pending,
435,SO-BSP-2026-00435,CUST-0435,HAL Bengaluru Unit-9,High,HR-COIL,Flat,620.0,Bhilai,Chhattisgarh,2026-03-01,2026-03-21,1,True,25191,Rail,Pending,Handle with care
436,SO-BSP-2026-00436,CUST-0436,BEL Hyderabad Unit-9,High,CR-SHEET,Flat,757.7,Durgapur,West Bengal,2026-02-23,2026-04-03,14,True,52028,Rail,Pending,
437,SO-BSP-2026-00437,CUST-0437,BEML Bengaluru Unit-9,Medium,PLATE-H,Flat,453.0,Rourkela,Odisha,2026-03-07,2026-04-03,14,True,38081,Rail,Pending,Day shift only
438,SO-BSP-2026-00438,CUST-0438,Maruti Suzuki Unit-9,Low,PLATE-M,Flat,664.7,Bokaro,Jharkhand,2026-03-03,2026-03-29,9,True,127876,Rail,In Process,
439,SO-BSP-2026-00439,CUST-0439,Tata Motors Unit-9,High,SLAB-A,Semi-Finished,798.9,Allahabad,Uttar Pradesh,2026-03-13,2026-04-02,13,True,211984,Rail,Dispatched,
440,SO-BSP-2026-00440,CUST-0440,Mahindra & Mahindra Unit-9,Medium,SLAB-B,Semi-Finished,734.6,Varanasi,Uttar Pradesh,2026-03-06,2026-03-27,7,True,169098,Rail,Pending,Priority delivery
441,SO-BSP-2026-00441,CUST-0441,Hero MotoCorp Unit-9,Low,BILLET-S,Semi-Finished,1356.5,Mumbai,Maharashtra,2026-03-04,2026-03-24,4,True,255686,Rail,In Process,
442,SO-BSP-2026-00442,CUST-0442,Bajaj Auto Unit-9,High,BILLET-H,Semi-Finished,742.9,Delhi,Delhi,2026-02-20,2026-04-03,14,True,43321,Rail,Pending,Handle with care
443,SO-BSP-2026-00443,CUST-0443,TVS Motor Unit-9,High,TMT-12,Long,1253.7,Kolkata,West Bengal,2026-03-07,2026-03-21,1,True,207848,Rail,Dispatched,
444,SO-BSP-2026-00444,CUST-0444,Ashok Leyland Unit-9,Medium,TMT-16,Long,776.3,Chennai,Tamil Nadu,2026-03-02,2026-03-27,7,True,50336,Rail,Pending,
445,SO-BSP-2026-00445,CUST-0445,Kirloskar Brothers Unit-9,Medium,TMT-20,Long,844.8,Hyderabad,Telangana,2026-03-01,2026-03-31,11,True,66378,Rail,Pending,
446,SO-BSP-2026-00446,CUST-0446,Thermax Ltd Unit-9,Medium,WIRE-ROD,Long,1190.6,Pune,Maharashtra,2026-03-13,2026-03-31,11,True,198335,Rail,Pending,
447,SO-BSP-2026-00447,CUST-0447,Cummins India Unit-9,High,STRUCT-A,Long,929.9,Ahmedabad,Gujarat,2026-03-11,2026-03-24,4,True,314453,Rail,Pending,
448,SO-BSP-2026-00448,CUST-0448,ABB India Unit-9,Low,PIG-IRON,Raw,1145.2,Surat,Gujarat,2026-02-27,2026-03-25,5,True,162679,Rail,In Process,Priority delivery
449,SO-BSP-2026-00449,CUST-0449,Siemens India Unit-9,Medium,HR-COIL,Flat,632.2,Jaipur,Rajasthan,2026-03-12,2026-03-21,1,True,27190,Rail,Pending,
450,SO-BSP-2026-00450,CUST-0450,Alstom India Unit-9,High,CR-SHEET,Flat,1110.8,Lucknow,Uttar Pradesh,2026-03-16,2026-03-25,5,True,164316,Rail,Pending,
451,SO-BSP-2026-00451,CUST-0451,Tata Steel Ltd Unit-10,High,PLATE-H,Flat,407.0,Kanpur,Uttar Pradesh,2026-03-08,2026-03-26,6,True,25494,Rail,Pending,
452,SO-BSP-2026-00452,CUST-0452,JSW Steel Unit-10,High,PLATE-M,Flat,876.3,Nagpur,Maharashtra,2026-03-04,2026-03-30,10,True,270137,Rail,Dispatched,
453,SO-BSP-2026-00453,CUST-0453,RINL Vizag Unit-10,High,SLAB-A,Semi-Finished,779.0,Visakhapatnam,Andhra Pradesh,2026-03-14,2026-03-30,10,True,198204,Rail,In Process,Night loading OK
454,SO-BSP-2026-00454,CUST-0454,JSPL Raigarh Unit-10,Medium,SLAB-B,Semi-Finished,479.9,Bhopal,Madhya Pradesh,2026-03-19,2026-04-01,12,True,46578,Rail,Dispatched,Day shift only
455,SO-BSP-2026-00455,CUST-0455,Essar Steel Unit-10,Medium,BILLET-S,Semi-Finished,687.0,Patna,Bihar,2026-03-05,2026-03-31,11,True,32720,Rail,Dispatched,Handle with care
456,SO-BSP-2026-00456,CUST-0456,SAIL Durgapur Unit-10,Medium,BILLET-H,Semi-Finished,767.9,Ludhiana,Punjab,2026-03-12,2026-04-02,13,True,48518,Rail,Dispatched,
457,SO-BSP-2026-00457,CUST-0457,Bhushan Steel Unit-10,High,TMT-12,Long,1470.1,Agra,Uttar Pradesh,2026-03-01,2026-03-21,1,True,314359,Rail,Pending,Priority delivery
458,SO-BSP-2026-00458,CUST-0458,Uttam Galva Unit-10,Medium,TMT-16,Long,1010.4,Vadodara,Gujarat,2026-02-19,2026-03-24,4,True,114217,Rail,Pending,
459,SO-BSP-2026-00459,CUST-0459,Rashtriya Ispat Nigam Unit-10,Low,TMT-20,Long,1297.3,Nashik,Maharashtra,2026-02-21,2026-03-24,4,True,227546,Rail,Pending,Day shift only
460,SO-BSP-2026-00460,CUST-0460,Kalyani Steels Unit-10,High,WIRE-ROD,Long,1128.0,Faridabad,Haryana,2026-03-02,2026-03-24,4,True,171358,Rail,Pending,Priority delivery
461,SO-BSP-2026-00461,CUST-0461,Mahindra Steel Unit-10,Low,STRUCT-A,Long,702.5,Meerut,Uttar Pradesh,2026-03-02,2026-03-31,11,True,149471,Rail,In Process,
462,SO-BSP-2026-00462,CUST-0462,L&T Construction Unit-10,High,PIG-IRON,Raw,734.0,Rajkot,Gujarat,2026-03-09,2026-03-25,5,True,41541,Rail,Pending,
463,SO-BSP-2026-00463,CUST-0463,Adani Ports Unit-10,Low,HR-COIL,Flat,1391.8,Coimbatore,Tamil Nadu,2026-03-15,2026-03-21,1,True,298292,Rail,Pending,
464,SO-BSP-2026-00464,CUST-0464,GMR Infrastructure Unit-10,Medium,CR-SHEET,Flat,842.5,Jabalpur,Madhya Pradesh,2026-03-09,2026-03-27,7,True,73293,Rail,In Process,
465,SO-BSP-2026-00465,CUST-0465,Hindustan Zinc Unit-10,High,PLATE-H,Flat,705.7,Gwalior,Madhya Pradesh,2026-02-26,2026-03-30,10,True,151322,Rail,Pending,
466,SO-BSP-2026-00466,CUST-0466,Vedanta Resources Unit-10,Low,PLATE-M,Flat,773.5,Vijayawada,Andhra Pradesh,2026-02-26,2026-03-25,5,True,194498,Rail,Pending,Handle with care
467,SO-BSP-2026-00467,CUST-0467,NMDC Ltd Unit-10,High,SLAB-A,Semi-Finished,745.4,Jodhpur,Rajasthan,2026-02-27,2026-04-03,14,True,175917,Rail,Pending,Day shift only
468,SO-BSP-2026-00468,CUST-0468,Coal India Ltd Unit-10,Medium,SLAB-B,Semi-Finished,907.8,Madurai,Tamil Nadu,2026-02-20,2026-03-26,6,True,295766,Rail,In Process,
469,SO-BSP-2026-00469,CUST-0469,NTPC Ltd Unit-10,High,BILLET-S,Semi-Finished,737.0,Raipur,Chhattisgarh,2026-02-20,2026-03-25,5,True,42119,Rail,Pending,
470,SO-BSP-2026-00470,CUST-0470,BHEL Trichy Unit-10,High,BILLET-H,Semi-Finished,1054.3,Kota,Rajasthan,2026-02-28,2026-04-01,12,True,129053,Rail,Pending,
471,SO-BSP-2026-00471,CUST-0471,Larsen & Toubro Unit-10,Low,TMT-12,Long,962.3,Ranchi,Jharkhand,2026-03-03,2026-03-24,4,True,98998,Rail,Pending,
472,SO-BSP-2026-00472,CUST-0472,Shapoorji Pallonji Unit-10,Low,TMT-16,Long,1024.1,Howrah,West Bengal,2026-03-17,2026-03-23,3,True,118765,Rail,In Process,
473,SO-BSP-2026-00473,CUST-0473,Gammon India Unit-10,Medium,TMT-20,Long,711.2,Dhanbad,Jharkhand,2026-03-17,2026-03-21,1,True,37131,Rail,Pending,
474,SO-BSP-2026-00474,CUST-0474,Afcons Infrastructure Unit-10,Medium,WIRE-ROD,Long,700.0,Jamshedpur,Jharkhand,2026-03-13,2026-03-27,7,True,39630,Rail,Pending,
475,SO-BSP-2026-00475,CUST-0475,IRB Infrastructure Unit-10,Medium,STRUCT-A,Long,538.4,Bhilai,Chhattisgarh,2026-03-14,2026-04-01,12,True,67998,Rail,Dispatched,Day shift only
476,SO-BSP-2026-00476,CUST-0476,HCC Ltd Unit-10,Low,PIG-IRON,Raw,874.7,Durgapur,West Bengal,2026-03-05,2026-03-24,4,True,74073,Rail,Dispatched,
477,SO-BSP-2026-00477,CUST-0477,NCC Ltd Unit-10,Low,HR-COIL,Flat,950.3,Rourkela,Odisha,2026-02-28,2026-03-28,8,True,105532,Rail,Pending,
478,SO-BSP-2026-00478,CUST-0478,Dilip Buildcon Unit-10,High,CR-SHEET,Flat,1106.3,Bokaro,Jharkhand,2026-03-13,2026-03-21,1,True,162484,Rail,Pending,
479,SO-BSP-2026-00479,CUST-0479,PNC Infratech Unit-10,Medium,PLATE-H,Flat,737.2,Allahabad,Uttar Pradesh,2026-03-07,2026-03-31,11,True,170729,Rail,Pending,
480,SO-BSP-2026-00480,CUST-0480,Ashoka Buildcon Unit-10,High,PLATE-M,Flat,613.0,Varanasi,Uttar Pradesh,2026-02-20,2026-03-22,2,True,101102,Rail,In Process,
481,SO-BSP-2026-00481,CUST-0481,Indian Railways (SCR) Unit-10,High,SLAB-A,Semi-Finished,611.3,Mumbai,Maharashtra,2026-03-07,2026-03-29,9,True,100285,Rail,Pending,
482,SO-BSP-2026-00482,CUST-0482,Indian Railways (ECR) Unit-10,High,SLAB-B,Semi-Finished,504.7,Delhi,Delhi,2026-03-17,2026-04-01,12,True,55172,Rail,Dispatched,
483,SO-BSP-2026-00483,CUST-0483,Indian Railways (WR) Unit-10,High,BILLET-S,Semi-Finished,1124.8,Kolkata,West Bengal,2026-02-22,2026-03-21,1,True,154761,Rail,In Process,
484,SO-BSP-2026-00484,CUST-0484,DRDO Pune Unit-10,High,BILLET-H,Semi-Finished,885.6,Chennai,Tamil Nadu,2026-02-20,2026-03-30,10,True,76977,Rail,Pending,
485,SO-BSP-2026-00485,CUST-0485,HAL Bengaluru Unit-10,High,TMT-12,Long,637.9,Hyderabad,Telangana,2026-03-14,2026-04-03,14,True,24637,Rail,Pending,Handle with care
486,SO-BSP-2026-00486,CUST-0486,BEL Hyderabad Unit-10,High,TMT-16,Long,975.0,Pune,Maharashtra,2026-03-13,2026-03-28,8,True,102910,Rail,Dispatched,
487,SO-BSP-2026-00487,CUST-0487,BEML Bengaluru Unit-10,Medium,TMT-20,Long,1024.1,Ahmedabad,Gujarat,2026-03-05,2026-03-25,5,True,118760,Rail,In Process,
488,SO-BSP-2026-00488,CUST-0488,Maruti Suzuki Unit-10,Medium,WIRE-ROD,Long,778.0,Surat,Gujarat,2026-03-14,2026-03-28,8,True,56782,Rail,In Process,Priority delivery
489,SO-BSP-2026-00489,CUST-0489,Tata Motors Unit-10,Low,STRUCT-A,Long,702.6,Jaipur,Rajasthan,2026-03-02,2026-03-30,10,True,149478,Rail,Pending,Night loading OK
490,SO-BSP-2026-00490,CUST-0490,Mahindra & Mahindra Unit-10,Medium,PIG-IRON,Raw,1104.9,Lucknow,Uttar Pradesh,2026-03-18,2026-04-01,12,True,147284,Rail,In Process,
491,SO-BSP-2026-00491,CUST-0491,Hero MotoCorp Unit-10,Low,HR-COIL,Flat,1183.9,Kanpur,Uttar Pradesh,2026-03-04,2026-03-29,9,True,195335,Rail,In Process,
492,SO-BSP-2026-00492,CUST-0492,Bajaj Auto Unit-10,Low,CR-SHEET,Flat,1137.8,Nagpur,Maharashtra,2026-03-02,2026-03-29,9,True,175456,Rail,Dispatched,Day shift only
493,SO-BSP-2026-00493,CUST-0493,TVS Motor Unit-10,Low,PLATE-H,Flat,747.1,Visakhapatnam,Andhra Pradesh,2026-02-24,2026-04-03,14,True,177068,Rail,Pending,Night loading OK
494,SO-BSP-2026-00494,CUST-0494,Ashok Leyland Unit-10,Medium,PLATE-M,Flat,559.7,Bhopal,Madhya Pradesh,2026-03-13,2026-03-28,8,True,76777,Rail,Pending,Day shift only
495,SO-BSP-2026-00495,CUST-0495,Kirloskar Brothers Unit-10,High,SLAB-A,Semi-Finished,822.4,Patna,Bihar,2026-02-27,2026-04-01,12,True,228915,Rail,Pending,
496,SO-BSP-2026-00496,CUST-0496,Thermax Ltd Unit-10,Medium,SLAB-B,Semi-Finished,689.6,Ludhiana,Punjab,2026-03-10,2026-03-23,3,True,141879,Rail,In Process,
497,SO-BSP-2026-00497,CUST-0497,Cummins India Unit-10,High,BILLET-S,Semi-Finished,986.4,Agra,Uttar Pradesh,2026-03-01,2026-03-30,10,True,106509,Rail,Dispatched,Priority delivery
498,SO-BSP-2026-00498,CUST-0498,ABB India Unit-10,Medium,BILLET-H,Semi-Finished,1158.0,Vadodara,Gujarat,2026-02-24,2026-03-22,2,True,167696,Rail,Pending,Night loading OK
499,SO-BSP-2026-00499,CUST-0499,Siemens India Unit-10,Low,TMT-12,Long,924.1,Nashik,Maharashtra,2026-02-20,2026-03-23,3,True,87672,Rail,Pending,
500,SO-BSP-2026-00500,CUST-0500,Alstom India Unit-10,Medium,TMT-16,Long,1058.1,Faridabad,Haryana,2026-03-05,2026-03-21,1,True,130398,Rail,Pending,
